beta,mix_ratio,cases
2.021450200663805208e-01,4.042900401327610416e-01,1.630000000000000000e+02
6.345433781544718155e-02,1.269086756308943631e-01,1.680000000000000000e+02
7.840573687712032447e-02,1.568114737542406489e-01,6.360000000000000000e+02
3.168016199150978096e-01,6.336032398301956192e-01,3.680000000000000000e+02
4.798783578865534749e-01,9.597567157731069498e-01,8.000000000000000000e+02
4.044816664356688518e-01,8.089633328713377036e-01,7.940000000000000000e+02
2.356736659882862628e-01,4.713473319765725256e-01,3.210000000000000000e+02
5.640713488647752794e-03,1.128142697729550559e-02,9.900000000000000000e+01
1.376808859981298316e-01,2.753617719962596633e-01,1.930000000000000000e+02
3.067452498580394704e-01,6.134904997160789408e-01,2.880000000000000000e+02
4.662347542048044802e-01,9.324695084096089603e-01,1.950000000000000000e+02
2.763562314328658065e-01,5.527124628657316130e-01,9.870000000000000000e+02
4.007349492620968512e-01,8.014698985241937024e-01,5.110000000000000000e+02
1.247291194178579699e-01,2.494582388357159397e-01,6.240000000000000000e+02
3.529810110869662787e-01,7.059620221739325574e-01,1.560000000000000000e+02
4.544452729405124014e-03,9.088905458810248028e-03,1.790000000000000000e+02
2.877458248278419450e-01,5.754916496556838901e-01,5.810000000000000000e+02
4.618989052055923472e-01,9.237978104111846944e-01,6.720000000000000000e+02
1.595130618058224203e-01,3.190261236116448407e-01,2.030000000000000000e+02
2.013912981614489062e-01,4.027825963228978123e-01,6.000000000000000000e+00
1.541267213011763837e-01,3.082534426023527674e-01,3.000000000000000000e+00
4.665586155072065644e-04,9.331172310144131288e-04,3.900000000000000000e+01
8.843775968715755775e-02,1.768755193743151155e-01,5.130000000000000000e+02
4.207410482446404254e-01,8.414820964892808508e-01,8.080000000000000000e+02
4.744831640327312750e-02,9.489663280654625499e-02,7.770000000000000000e+02
4.821528986558106245e-01,9.643057973116212489e-01,4.160000000000000000e+02
2.265762616564824805e-01,4.531525233129649610e-01,9.480000000000000000e+02
3.051756061670543030e-01,6.103512123341086060e-01,4.460000000000000000e+02
3.549129077560895240e-01,7.098258155121790480e-01,5.870000000000000000e+02
4.718872570101050878e-01,9.437745140202101757e-01,1.136000000000000000e+03
2.147979106445282449e-01,4.295958212890564898e-01,1.170000000000000000e+02
1.277079754550122792e-01,2.554159509100245584e-01,4.300000000000000000e+02
4.619806797133348408e-01,9.239613594266696817e-01,1.184000000000000000e+03
3.024452731574119868e-01,6.048905463148239736e-01,4.660000000000000000e+02
2.638146381895321024e-01,5.276292763790642049e-01,3.890000000000000000e+02
1.043337433455193697e-01,2.086674866910387394e-01,7.400000000000000000e+01
1.877650694536489029e-01,3.755301389072978058e-01,4.880000000000000000e+02
4.486887530371506672e-01,8.973775060743013343e-01,5.290000000000000000e+02
2.139183767230260491e-01,4.278367534460520982e-01,7.270000000000000000e+02
4.130734566654996609e-01,8.261469133309993218e-01,4.730000000000000000e+02
3.161344615490497834e-01,6.322689230980995667e-01,5.690000000000000000e+02
1.939161201122064915e-01,3.878322402244129830e-01,4.900000000000000000e+02
3.611402775326033598e-01,7.222805550652067197e-01,3.890000000000000000e+02
4.582978311781638059e-02,9.165956623563276118e-02,2.450000000000000000e+02
3.849958981616725118e-01,7.699917963233450235e-01,8.430000000000000000e+02
7.322758244728111432e-02,1.464551648945622286e-01,1.970000000000000000e+02
4.512004812701111423e-01,9.024009625402222845e-01,9.060000000000000000e+02
2.141742570248352795e-01,4.283485140496705590e-01,3.530000000000000000e+02
1.789843825469448757e-01,3.579687650938897514e-01,5.300000000000000000e+02
3.408253593527193481e-01,6.816507187054386963e-01,6.960000000000000000e+02
1.101018915649650820e-01,2.202037831299301640e-01,2.770000000000000000e+02
6.485831836839406339e-02,1.297166367367881268e-01,2.390000000000000000e+02
3.168605215828175781e-01,6.337210431656351561e-01,2.100000000000000000e+02
3.414714540378589458e-01,6.829429080757178916e-01,1.043000000000000000e+03
2.737556764627310790e-01,5.475113529254621580e-01,1.160000000000000000e+02
2.839205849509556789e-01,5.678411699019113579e-01,6.760000000000000000e+02
1.330650596903210081e-02,2.661301193806420162e-02,2.660000000000000000e+02
2.835402853057151229e-01,5.670805706114302458e-01,7.690000000000000000e+02
2.976047247475621105e-01,5.952094494951242210e-01,4.310000000000000000e+02
2.222739660925404648e-02,4.445479321850809296e-02,5.070000000000000000e+02
2.717385858444218982e-01,5.434771716888437965e-01,2.490000000000000000e+02
1.216649938186558089e-01,2.433299876373116177e-01,4.030000000000000000e+02
4.980625272632008271e-01,9.961250545264016543e-01,7.040000000000000000e+02
1.027217000788812062e-01,2.054434001577624125e-01,6.520000000000000000e+02
4.840230636146019005e-01,9.680461272292038011e-01,6.640000000000000000e+02
4.420527136554039394e-01,8.841054273108078787e-01,4.790000000000000000e+02
4.781141888125232109e-01,9.562283776250464218e-01,4.390000000000000000e+02
4.295930515311690012e-01,8.591861030623380024e-01,7.320000000000000000e+02
1.214388564057806152e-01,2.428777128115612305e-01,3.840000000000000000e+02
1.581707952900730518e-01,3.163415905801461037e-01,1.090000000000000000e+02
5.729927489185132616e-02,1.145985497837026523e-01,5.870000000000000000e+02
3.171289881939002298e-01,6.342579763878004595e-01,4.390000000000000000e+02
2.437086382675041074e-02,4.874172765350082148e-02,2.150000000000000000e+02
1.845911143908512408e-01,3.691822287817024817e-01,3.950000000000000000e+02
3.737238890337422625e-01,7.474477780674845251e-01,1.413000000000000000e+03
3.830328419155909492e-01,7.660656838311818984e-01,4.410000000000000000e+02
2.969548691478315905e-01,5.939097382956631810e-01,1.102000000000000000e+03
1.866925361760017332e-01,3.733850723520034665e-01,7.720000000000000000e+02
1.305795114329380557e-01,2.611590228658761115e-01,4.390000000000000000e+02
3.651559247202185166e-02,7.303118494404370331e-02,1.240000000000000000e+02
3.985009274223226816e-01,7.970018548446453632e-01,7.610000000000000000e+02
2.885150429991589216e-01,5.770300859983178432e-01,4.120000000000000000e+02
4.742205380377435553e-01,9.484410760754871106e-01,6.470000000000000000e+02
1.943091433988908268e-01,3.886182867977816535e-01,2.160000000000000000e+02
4.758104941060984916e-01,9.516209882121969832e-01,6.820000000000000000e+02
1.610972873398167082e-01,3.221945746796334165e-01,2.420000000000000000e+02
2.012242809252258180e-01,4.024485618504516360e-01,3.150000000000000000e+02
2.686722991286035200e-01,5.373445982572070401e-01,3.860000000000000000e+02
2.987378051018576008e-01,5.974756102037152017e-01,2.950000000000000000e+02
1.195806996334687899e-01,2.391613992669375799e-01,2.480000000000000000e+02
2.926776582156681017e-01,5.853553164313362034e-01,3.120000000000000000e+02
1.722605399735682163e-01,3.445210799471364327e-01,4.890000000000000000e+02
3.917900135998300670e-01,7.835800271996601341e-01,1.173000000000000000e+03
4.890782161814357099e-01,9.781564323628714197e-01,4.160000000000000000e+02
2.211774202232480446e-02,4.423548404464960893e-02,1.340000000000000000e+02
2.455783162872099412e-02,4.911566325744198824e-02,6.500000000000000000e+01
1.258983644247119171e-01,2.517967288494238343e-01,6.880000000000000000e+02
3.414753356599113943e-01,6.829506713198227885e-01,7.940000000000000000e+02
3.109622821533923887e-01,6.219245643067847773e-01,1.630000000000000000e+02
1.158381020537738726e-01,2.316762041075477452e-01,5.960000000000000000e+02
3.052529352428927090e-01,6.105058704857854179e-01,6.890000000000000000e+02
4.705370018395588771e-01,9.410740036791177543e-01,9.930000000000000000e+02
4.488774722322658173e-01,8.977549444645316346e-01,6.290000000000000000e+02
2.967174498363489565e-02,5.934348996726979131e-02,3.860000000000000000e+02
2.587891487507196220e-01,5.175782975014392440e-01,1.117000000000000000e+03
6.369719497235937222e-02,1.273943899447187444e-01,1.960000000000000000e+02
1.778873427036815058e-01,3.557746854073630116e-01,3.890000000000000000e+02
2.313423858348377937e-01,4.626847716696755874e-01,6.760000000000000000e+02
4.939901834795920044e-01,9.879803669591840087e-01,4.810000000000000000e+02
4.018389061090651415e-01,8.036778122181302830e-01,6.570000000000000000e+02
2.163780552783003408e-01,4.327561105566006816e-01,2.500000000000000000e+02
1.375364533944749557e-01,2.750729067889499113e-01,1.210000000000000000e+02
2.573064012985266102e-01,5.146128025970532205e-01,3.950000000000000000e+02
1.310285034646657132e-01,2.620570069293314264e-01,1.240000000000000000e+02
1.866310166292139971e-02,3.732620332584279943e-02,3.690000000000000000e+02
1.207451934680165428e-01,2.414903869360330857e-01,4.500000000000000000e+01
1.804149213262395968e-01,3.608298426524791935e-01,5.030000000000000000e+02
3.890346932935249136e-01,7.780693865870498271e-01,5.800000000000000000e+02
3.462360316703653185e-01,6.924720633407306369e-01,4.870000000000000000e+02
4.400738989853383298e-01,8.801477979706766597e-01,1.038000000000000000e+03
2.960452194751871380e-01,5.920904389503742760e-01,7.860000000000000000e+02
4.802456764032200787e-01,9.604913528064401573e-01,5.900000000000000000e+02
2.005897789346637872e-01,4.011795578693275743e-01,7.770000000000000000e+02
4.611581816086710583e-01,9.223163632173421167e-01,5.770000000000000000e+02
9.282436962740281405e-02,1.856487392548056281e-01,4.670000000000000000e+02
1.863590800865544406e-02,3.727181601731088811e-02,1.500000000000000000e+02
3.449996304871831287e-01,6.899992609743662575e-01,5.060000000000000000e+02
6.954082872893174727e-02,1.390816574578634945e-01,3.370000000000000000e+02
1.239935020429561718e-01,2.479870040859123437e-01,1.700000000000000000e+02
1.191245159140666976e-01,2.382490318281333952e-01,3.780000000000000000e+02
5.453576019007194686e-02,1.090715203801438937e-01,2.540000000000000000e+02
2.698062864696829100e-01,5.396125729393658199e-01,2.520000000000000000e+02
2.696445087259133899e-01,5.392890174518267798e-01,2.410000000000000000e+02
1.772537547637947908e-02,3.545075095275895816e-02,3.300000000000000000e+02
3.984502382679646071e-01,7.969004765359292142e-01,2.860000000000000000e+02
2.347721713288822842e-01,4.695443426577645685e-01,2.150000000000000000e+02
1.660003129630050478e-01,3.320006259260100956e-01,3.640000000000000000e+02
2.108326622514203330e-01,4.216653245028406660e-01,6.150000000000000000e+02
2.832337515709614228e-01,5.664675031419228457e-01,4.110000000000000000e+02
1.257234154836741613e-01,2.514468309673483226e-01,2.410000000000000000e+02
8.594303405583070266e-02,1.718860681116614053e-01,8.130000000000000000e+02
6.449862427623798133e-02,1.289972485524759627e-01,3.650000000000000000e+02
1.581746905797968838e-01,3.163493811595937677e-01,5.580000000000000000e+02
8.906514100812079615e-02,1.781302820162415923e-01,2.400000000000000000e+02
1.442236684370343802e-01,2.884473368740687604e-01,2.670000000000000000e+02
7.339547022326581294e-02,1.467909404465316259e-01,3.340000000000000000e+02
1.454484342444706257e-01,2.908968684889412515e-01,3.260000000000000000e+02
1.864556369540416036e-01,3.729112739080832073e-01,6.650000000000000000e+02
1.428235072014173990e-01,2.856470144028347979e-01,8.250000000000000000e+02
2.795549317939427514e-02,5.591098635878855028e-02,5.380000000000000000e+02
2.723482059804588351e-02,5.446964119609176702e-02,1.460000000000000000e+02
2.219155589853445965e-01,4.438311179706891929e-01,7.760000000000000000e+02
2.864979717381263558e-01,5.729959434762527115e-01,6.240000000000000000e+02
6.909737055382514370e-02,1.381947411076502874e-01,1.350000000000000000e+02
4.450578094284745601e-01,8.901156188569491201e-01,7.820000000000000000e+02
2.582040069489708878e-01,5.164080138979417756e-01,7.170000000000000000e+02
3.511503980651124457e-01,7.023007961302248914e-01,5.540000000000000000e+02
1.428944269661613919e-01,2.857888539323227839e-01,6.000000000000000000e+00
3.329221769053267166e-01,6.658443538106534332e-01,5.930000000000000000e+02
1.950633770216925189e-01,3.901267540433850378e-01,4.930000000000000000e+02
1.457151608333080439e-01,2.914303216666160878e-01,2.710000000000000000e+02
4.269591970775801215e-01,8.539183941551602430e-01,6.830000000000000000e+02
1.834460777754920446e-02,3.668921555509840893e-02,1.800000000000000000e+01
4.541528962957102622e-01,9.083057925914205244e-01,7.980000000000000000e+02
9.451284567775902756e-02,1.890256913555180551e-01,3.250000000000000000e+02
2.826748335420181668e-03,5.653496670840363336e-03,8.300000000000000000e+01
4.602081131803043568e-01,9.204162263606087135e-01,2.150000000000000000e+02
3.065138984112287801e-01,6.130277968224575602e-01,2.360000000000000000e+02
6.978201729917887786e-02,1.395640345983577557e-01,4.900000000000000000e+02
3.918323923158225086e-01,7.836647846316450172e-01,5.680000000000000000e+02
2.708254628953356558e-01,5.416509257906713115e-01,7.960000000000000000e+02
2.423843088683786950e-01,4.847686177367573901e-01,6.740000000000000000e+02
1.675011655725684445e-01,3.350023311451368890e-01,7.270000000000000000e+02
2.559107354620405173e-01,5.118214709240810345e-01,9.260000000000000000e+02
2.283850579583861506e-01,4.567701159167723013e-01,5.970000000000000000e+02
3.199947237858491444e-03,6.399894475716982889e-03,6.300000000000000000e+01
4.063443119146879501e-01,8.126886238293759002e-01,3.740000000000000000e+02
3.194082636775645856e-01,6.388165273551291712e-01,5.980000000000000000e+02
4.540548410909167054e-01,9.081096821818334108e-01,8.650000000000000000e+02
2.343690544348611127e-01,4.687381088697222253e-01,6.730000000000000000e+02
3.016165858771803210e-01,6.032331717543606420e-01,3.700000000000000000e+02
1.249877144856715305e-01,2.499754289713430611e-01,2.890000000000000000e+02
1.889508119340437275e-01,3.779016238680874551e-01,3.680000000000000000e+02
4.233200806843656627e-01,8.466401613687313255e-01,2.270000000000000000e+02
3.126646772232533622e-01,6.253293544465067244e-01,3.870000000000000000e+02
1.416414592641043746e-01,2.832829185282087492e-01,2.510000000000000000e+02
4.861373213072946453e-01,9.722746426145892906e-01,5.840000000000000000e+02
1.434525666569939073e-01,2.869051333139878146e-01,1.950000000000000000e+02
1.102709906797649797e-02,2.205419813595299594e-02,1.460000000000000000e+02
4.558524644978082518e-01,9.117049289956165037e-01,6.200000000000000000e+02
3.197744971304826711e-01,6.395489942609653422e-01,4.220000000000000000e+02
2.673413543113201674e-01,5.346827086226403347e-01,4.620000000000000000e+02
5.002345986643647047e-02,1.000469197328729409e-01,1.800000000000000000e+02
9.066213341602791242e-02,1.813242668320558248e-01,4.080000000000000000e+02
1.725524820533379522e-01,3.451049641066759044e-01,5.010000000000000000e+02
5.517949561511897860e-02,1.103589912302379572e-01,4.940000000000000000e+02
4.352451856923484907e-01,8.704903713846969815e-01,4.380000000000000000e+02
1.201536181772084877e-01,2.403072363544169754e-01,1.990000000000000000e+02
2.164325765886482844e-01,4.328651531772965688e-01,2.110000000000000000e+02
9.009090815378784090e-02,1.801818163075756818e-01,2.130000000000000000e+02
2.042034252404322792e-01,4.084068504808645583e-01,6.440000000000000000e+02
1.655906043583859066e-01,3.311812087167718133e-01,7.400000000000000000e+02
1.340701875939632748e-01,2.681403751879265496e-01,8.290000000000000000e+02
9.943068511270158893e-02,1.988613702254031779e-01,1.830000000000000000e+02
1.332608517794930392e-01,2.665217035589860783e-01,3.940000000000000000e+02
4.275339965497103600e-01,8.550679930994207201e-01,8.720000000000000000e+02
2.355695424763560308e-01,4.711390849527120617e-01,9.190000000000000000e+02
3.266054119768599384e-01,6.532108239537198768e-01,3.130000000000000000e+02
4.497424400634010277e-01,8.994848801268020555e-01,6.370000000000000000e+02
3.398536185454897884e-02,6.797072370909795769e-02,3.730000000000000000e+02
1.918127842570710451e-01,3.836255685141420901e-01,3.200000000000000000e+02
2.059169191099591290e-01,4.118338382199182579e-01,3.320000000000000000e+02
4.780165335410332395e-01,9.560330670820664789e-01,7.180000000000000000e+02
6.370725364723106576e-02,1.274145072944621315e-01,2.650000000000000000e+02
1.180525308460916856e-02,2.361050616921833711e-02,2.800000000000000000e+01
4.535829048282021270e-01,9.071658096564042539e-01,4.190000000000000000e+02
1.203612569427685575e-01,2.407225138855371149e-01,2.020000000000000000e+02
3.989296288173368454e-01,7.978592576346736909e-01,5.400000000000000000e+02
2.838846149823442966e-01,5.677692299646885932e-01,1.201000000000000000e+03
4.333921169387457972e-01,8.667842338774915945e-01,5.180000000000000000e+02
3.319189729391491817e-03,6.638379458782983633e-03,5.590000000000000000e+02
3.559611170416569492e-01,7.119222340833138984e-01,1.455000000000000000e+03
4.772024760031065016e-01,9.544049520062130032e-01,7.260000000000000000e+02
3.325187019158215573e-01,6.650374038316431147e-01,2.740000000000000000e+02
3.622048766755228688e-01,7.244097533510457376e-01,4.380000000000000000e+02
3.072056127790706581e-01,6.144112255581413162e-01,6.010000000000000000e+02
2.822199422782989409e-02,5.644398845565978817e-02,2.600000000000000000e+01
3.330781599550261540e-01,6.661563199100523081e-01,2.620000000000000000e+02
2.240664681683283699e-01,4.481329363366567398e-01,7.000000000000000000e+02
2.571780694331643469e-02,5.143561388663286937e-02,1.070000000000000000e+02
4.279354962342630797e-01,8.558709924685261594e-01,5.160000000000000000e+02
2.558871235305862357e-01,5.117742470611724714e-01,1.650000000000000000e+02
3.669118524307721785e-01,7.338237048615443570e-01,9.830000000000000000e+02
4.134536042818341417e-01,8.269072085636682834e-01,6.290000000000000000e+02
4.483698225319077135e-03,8.967396450638154271e-03,3.140000000000000000e+02
2.885585702872561775e-03,5.771171405745123550e-03,3.200000000000000000e+01
3.242788302528758493e-01,6.485576605057516986e-01,6.720000000000000000e+02
3.600294950112530867e-01,7.200589900225061735e-01,4.980000000000000000e+02
3.817239915368891845e-02,7.634479830737783690e-02,4.640000000000000000e+02
2.237142958548742899e-01,4.474285917097485799e-01,9.110000000000000000e+02
2.521497212488985618e-01,5.042994424977971235e-01,4.500000000000000000e+02
2.985314004006405786e-01,5.970628008012811572e-01,8.440000000000000000e+02
2.779497201936804718e-01,5.558994403873609436e-01,1.154000000000000000e+03
4.098342917318164580e-01,8.196685834636329160e-01,1.730000000000000000e+02
3.750259132246460125e-01,7.500518264492920251e-01,5.600000000000000000e+02
2.532452274593260388e-01,5.064904549186520777e-01,2.930000000000000000e+02
7.709726624772694770e-02,1.541945324954538954e-01,3.220000000000000000e+02
3.346053343078991826e-02,6.692106686157983653e-02,4.810000000000000000e+02
2.551464782800372255e-02,5.102929565600744510e-02,3.500000000000000000e+02
4.516450655329531383e-01,9.032901310659062766e-01,5.470000000000000000e+02
3.714576356437117033e-01,7.429152712874234066e-01,4.110000000000000000e+02
4.021892865979085352e-01,8.043785731958170704e-01,9.770000000000000000e+02
4.811491959646898575e-01,9.622983919293797150e-01,2.330000000000000000e+02
6.669670071923322618e-02,1.333934014384664524e-01,3.880000000000000000e+02
1.391236006179653595e-01,2.782472012359307190e-01,3.020000000000000000e+02
3.884156418475999129e-01,7.768312836951998257e-01,5.090000000000000000e+02
5.310231124652392554e-02,1.062046224930478511e-01,1.720000000000000000e+02
2.353165261598062497e-01,4.706330523196124993e-01,7.460000000000000000e+02
4.637714734397213046e-01,9.275429468794426091e-01,1.052000000000000000e+03
1.133415219850531508e-01,2.266830439701063016e-01,1.140000000000000000e+02
3.574909890475153063e-03,7.149819780950306125e-03,5.550000000000000000e+02
1.139046571789542606e-02,2.278093143579085211e-02,4.650000000000000000e+02
1.981462893169575468e-01,3.962925786339150935e-01,2.110000000000000000e+02
4.942239290282460229e-01,9.884478580564920458e-01,6.460000000000000000e+02
4.093679681965360362e-01,8.187359363930720724e-01,7.890000000000000000e+02
4.419282168275047162e-01,8.838564336550094325e-01,5.710000000000000000e+02
4.469576285100686497e-01,8.939152570201372994e-01,6.430000000000000000e+02
3.714591825246355006e-02,7.429183650492710012e-02,8.700000000000000000e+01
3.493005751358352340e-02,6.986011502716704680e-02,5.510000000000000000e+02
1.710350407484379498e-01,3.420700814968758996e-01,1.760000000000000000e+02
3.193032838504147319e-01,6.386065677008294639e-01,4.730000000000000000e+02
2.883621667507527131e-01,5.767243335015054262e-01,5.970000000000000000e+02
4.202239932172808223e-01,8.404479864345616447e-01,5.610000000000000000e+02
2.747720177429573973e-01,5.495440354859147947e-01,2.060000000000000000e+02
4.954188352312103305e-01,9.908376704624206610e-01,4.090000000000000000e+02
2.214124479946658064e-01,4.428248959893316128e-01,3.150000000000000000e+02
3.010402928109467413e-01,6.020805856218934826e-01,5.620000000000000000e+02
2.720761537292623600e-01,5.441523074585247199e-01,3.330000000000000000e+02
3.668038603975720680e-01,7.336077207951441359e-01,3.690000000000000000e+02
2.316439750281368282e-01,4.632879500562736563e-01,5.890000000000000000e+02
1.448176535117580710e-01,2.896353070235161420e-01,6.500000000000000000e+01
3.107740717626664151e-01,6.215481435253328302e-01,1.460000000000000000e+03
1.038178539359919106e-01,2.076357078719838212e-01,5.960000000000000000e+02
3.083763074049963859e-01,6.167526148099927719e-01,4.570000000000000000e+02
4.703616197094179219e-02,9.407232394188358438e-02,2.380000000000000000e+02
1.157892120476077813e-01,2.315784240952155626e-01,3.960000000000000000e+02
4.983113816409927566e-01,9.966227632819855131e-01,5.450000000000000000e+02
7.468829200844995242e-02,1.493765840168999048e-01,3.520000000000000000e+02
3.387076592400049546e-01,6.774153184800099092e-01,6.470000000000000000e+02
7.756808887197147451e-02,1.551361777439429490e-01,1.950000000000000000e+02
3.494558947987193576e-01,6.989117895974387151e-01,5.400000000000000000e+02
2.206848605864434876e-01,4.413697211728869751e-01,1.630000000000000000e+02
1.162438694977371290e-01,2.324877389954742579e-01,2.650000000000000000e+02
4.651512319695906283e-01,9.303024639391812567e-01,6.060000000000000000e+02
7.424383499541925557e-02,1.484876699908385111e-01,1.900000000000000000e+01
1.574355480638777172e-01,3.148710961277554343e-01,9.870000000000000000e+02
7.374200284443249709e-02,1.474840056888649942e-01,3.740000000000000000e+02
5.648740253815442980e-02,1.129748050763088596e-01,3.100000000000000000e+01
1.869594870637318884e-01,3.739189741274637768e-01,2.400000000000000000e+02
2.608246396068749640e-01,5.216492792137499279e-01,3.500000000000000000e+02
1.219589276645227094e-01,2.439178553290454188e-01,5.420000000000000000e+02
2.041020909616668155e-01,4.082041819233336311e-01,2.920000000000000000e+02
3.091319668136707777e-01,6.182639336273415553e-01,3.590000000000000000e+02
6.459562856106920714e-02,1.291912571221384143e-01,4.350000000000000000e+02
1.752303619931764866e-01,3.504607239863529733e-01,3.310000000000000000e+02
3.512362652707374799e-01,7.024725305414749599e-01,2.800000000000000000e+02
4.969116666839423768e-02,9.938233333678847536e-02,1.470000000000000000e+02
3.680258912480799949e-01,7.360517824961599898e-01,2.630000000000000000e+02
3.249855512545091196e-01,6.499711025090182392e-01,6.290000000000000000e+02
4.833233185998482839e-01,9.666466371996965679e-01,4.340000000000000000e+02
1.260151753400494679e-01,2.520303506800989357e-01,3.410000000000000000e+02
2.003250946506957009e-01,4.006501893013914017e-01,6.600000000000000000e+01
4.451072612037514364e-01,8.902145224075028729e-01,2.950000000000000000e+02
3.547423515995370980e-01,7.094847031990741959e-01,7.130000000000000000e+02
1.640807465209728200e-01,3.281614930419456400e-01,6.850000000000000000e+02
4.995888226795039966e-01,9.991776453590079932e-01,4.690000000000000000e+02
4.213547966857525418e-01,8.427095933715050835e-01,3.190000000000000000e+02
1.788447907646473212e-02,3.576895815292946423e-02,2.690000000000000000e+02
3.577670830868591723e-01,7.155341661737183445e-01,2.860000000000000000e+02
4.974287180689673238e-01,9.948574361379346476e-01,8.130000000000000000e+02
4.465421463171814764e-01,8.930842926343629529e-01,5.780000000000000000e+02
1.273620716851313062e-01,2.547241433702626123e-01,3.400000000000000000e+02
3.811072384361488541e-01,7.622144768722977082e-01,4.500000000000000000e+02
1.866682743645850517e-01,3.733365487291701035e-01,1.500000000000000000e+02
1.060447856732674166e-01,2.120895713465348331e-01,1.540000000000000000e+02
2.031647592425868676e-01,4.063295184851737352e-01,6.590000000000000000e+02
3.654512456051300373e-01,7.309024912102600746e-01,6.090000000000000000e+02
2.824765486471749187e-01,5.649530972943498375e-01,5.550000000000000000e+02
1.541242702147394006e-03,3.082485404294788012e-03,2.010000000000000000e+02
1.793515536106842223e-01,3.587031072213684446e-01,2.630000000000000000e+02
3.336575989585216506e-01,6.673151979170433012e-01,3.790000000000000000e+02
5.649438204382095652e-02,1.129887640876419130e-01,3.630000000000000000e+02
4.238003513087642560e-01,8.476007026175285120e-01,7.180000000000000000e+02
2.812776294717718728e-01,5.625552589435437456e-01,7.750000000000000000e+02
1.801677055795115612e-01,3.603354111590231224e-01,2.320000000000000000e+02
2.320067362835643299e-01,4.640134725671286597e-01,4.930000000000000000e+02
4.257906781953226250e-01,8.515813563906452499e-01,8.240000000000000000e+02
3.282884199818964510e-01,6.565768399637929020e-01,4.160000000000000000e+02
3.190121505829411341e-01,6.380243011658822683e-01,8.530000000000000000e+02
3.730123652851322635e-01,7.460247305702645271e-01,5.220000000000000000e+02
4.416861570278726168e-01,8.833723140557452336e-01,2.110000000000000000e+02
5.718508037602393346e-02,1.143701607520478669e-01,1.920000000000000000e+02
3.094389588602743379e-01,6.188779177205486759e-01,3.700000000000000000e+02
5.216558223679274020e-02,1.043311644735854804e-01,3.090000000000000000e+02
3.204864704641193773e-01,6.409729409282387547e-01,5.030000000000000000e+02
7.027303507584442555e-02,1.405460701516888511e-01,5.240000000000000000e+02
4.958086808597189643e-01,9.916173617194379286e-01,7.100000000000000000e+02
1.508253373314617507e-01,3.016506746629235014e-01,2.630000000000000000e+02
3.704958759119990619e-01,7.409917518239981238e-01,8.790000000000000000e+02
1.188302322901402253e-03,2.376604645802804505e-03,7.480000000000000000e+02
1.335238017760708717e-01,2.670476035521417435e-01,1.950000000000000000e+02
4.302821551026658753e-01,8.605643102053317506e-01,8.870000000000000000e+02
1.052051419307904467e-01,2.104102838615808935e-01,3.790000000000000000e+02
1.945535335557749823e-01,3.891070671115499646e-01,5.830000000000000000e+02
5.521348320104663143e-02,1.104269664020932629e-01,4.260000000000000000e+02
2.793869305057363195e-01,5.587738610114726390e-01,5.070000000000000000e+02
1.895529858728683958e-02,3.791059717457367917e-02,3.110000000000000000e+02
4.400240097040597487e-01,8.800480194081194973e-01,5.550000000000000000e+02
1.969150365669261049e-01,3.938300731338522098e-01,4.290000000000000000e+02
3.723216854589825875e-01,7.446433709179651750e-01,2.420000000000000000e+02
2.386020884135887643e-01,4.772041768271775286e-01,5.610000000000000000e+02
2.539969772243507729e-01,5.079939544487015457e-01,2.410000000000000000e+02
3.262681811741910964e-01,6.525363623483821929e-01,2.830000000000000000e+02
1.077943432004782043e-01,2.155886864009564086e-01,1.125000000000000000e+03
2.990404701085986883e-01,5.980809402171973765e-01,3.820000000000000000e+02
7.065960642184399010e-02,1.413192128436879802e-01,4.400000000000000000e+01
4.239815008824283082e-01,8.479630017648566165e-01,6.610000000000000000e+02
5.206681921410721836e-02,1.041336384282144367e-01,2.900000000000000000e+01
3.963386781152106186e-02,7.926773562304212373e-02,2.320000000000000000e+02
2.091006260877588119e-01,4.182012521755176238e-01,2.230000000000000000e+02
3.049802151296444608e-01,6.099604302592889216e-01,6.570000000000000000e+02
4.023409079234018804e-01,8.046818158468037607e-01,4.510000000000000000e+02
2.290036135786230331e-01,4.580072271572460663e-01,8.080000000000000000e+02
4.110422610983766045e-03,8.220845221967532090e-03,5.130000000000000000e+02
3.309021306881507196e-01,6.618042613763014392e-01,6.410000000000000000e+02
1.161489456969160838e-01,2.322978913938321677e-01,5.000000000000000000e+02
4.131684229156491472e-01,8.263368458312982945e-01,9.350000000000000000e+02
6.294602541529970008e-02,1.258920508305994002e-01,5.100000000000000000e+01
4.067265310641079434e-01,8.134530621282158869e-01,5.300000000000000000e+02
1.939552408150437834e-01,3.879104816300875669e-01,5.160000000000000000e+02
1.378723294957701628e-01,2.757446589915403257e-01,5.900000000000000000e+01
2.044163146477540050e-01,4.088326292955080099e-01,4.500000000000000000e+02
1.011579245320803899e-04,2.023158490641607798e-04,4.400000000000000000e+01
1.509106962118321738e-01,3.018213924236643475e-01,3.990000000000000000e+02
3.426876515055882755e-01,6.853753030111765510e-01,6.080000000000000000e+02
4.370988420229608984e-01,8.741976840459217968e-01,1.157000000000000000e+03
3.508893780320754829e-01,7.017787560641509659e-01,9.340000000000000000e+02
1.881311922852649809e-01,3.762623845705299619e-01,6.100000000000000000e+02
